,ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,InvoiceDate,Cluster
5826,23978,ESP,Limited,RENEWAL,Web,119.0,USD,2019-10-21,2020-10-21,No,Yes,9/5/2019,9/8/2019,On,US/Canada,Consumer,Web,Yes,Yes,6.0,3.0,0.0,1.0,0.0,2019-10-21,1
5829,24000,ALL,Lifetime,INITIAL_PURCHASE,Web,299.0,USD,2020-03-02,2099-01-01,No,Yes,2/20/2020,2/23/2020,Off,Other,Consumer,Web,No,Yes,2.0,1.0,0.0,1.0,0.0,2020-03-02,0
5832,24016,GRK,Limited,INITIAL_PURCHASE,Web,68.11,USD,2020-03-21,2020-06-30,No,Yes,3/21/2020,3/24/2020,On,Europe,Consumer,Web,No,Yes,5.0,1.0,0.0,1.0,0.0,2020-03-21,0
5835,24036,KOR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-17,2020-05-20,No,Yes,2/17/2020,2/20/2020,On,US/Canada,Consumer,Web,Yes,Yes,9.0,0.0,0.0,0.0,0.0,2020-02-17,1
5838,24037,TGL,Limited,RENEWAL,Web,79.0,USD,2019-07-26,2020-04-29,No,Yes,7/26/2019,7/29/2019,On,Other,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-07-26,1
5841,24055,NED,Limited,RENEWAL,Web,35.97,USD,2019-06-13,2020-07-10,No,Yes,6/13/2019,6/16/2019,On,US/Canada,Consumer,Web,Yes,Yes,5.0,0.0,0.0,0.0,0.0,2019-06-13,1
5844,24071,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-03-23,2099-01-01,No,Yes,3/19/2020,3/22/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,8.0,4.0,3.0,1.0,2020-03-23,0
5847,24083,ENG,Limited,INITIAL_PURCHASE,Web,160.08,USD,2019-10-18,2020-04-21,No,Yes,10/18/2019,10/21/2019,Off,Europe,Consumer,Web,No,Yes,40.0,0.0,0.0,0.0,0.0,2019-10-18,1
5850,24131,ESP,Limited,INITIAL_PURCHASE,Web,137.61,USD,2020-03-12,2020-06-16,No,Yes,3/12/2020,3/15/2020,On,Europe,Consumer,Web,No,Yes,4.0,0.0,0.0,0.0,0.0,2020-03-12,0
5853,24145,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-27,2019-08-30,No,Yes,5/27/2019,5/30/2019,Off,US/Canada,Consumer,Web,Yes,Yes,173.0,4.0,0.0,3.0,0.0,2019-05-27,1
5856,24163,KOR,Limited,RENEWAL,Web,35.97,USD,2019-08-22,2020-05-26,No,Yes,8/22/2019,8/25/2019,On,US/Canada,Consumer,Web,Yes,Yes,8.0,6.0,0.0,1.0,0.0,2019-08-22,1
5859,24190,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-07,2020-05-10,No,Yes,2/7/2020,2/10/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,1.0,0.0,1.0,0.0,2020-02-07,1
5862,24200,HIN,Limited,INITIAL_PURCHASE,Web,38.34,USD,2020-01-23,2020-04-29,No,Yes,1/23/2020,1/26/2020,On,US/Canada,Consumer,App,No,Yes,16.0,10.0,4.0,5.0,2.0,2020-01-23,1
5865,24233,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-31,2099-01-01,No,Yes,3/27/2020,3/30/2020,Off,US/Canada,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-31,0
5868,24257,ESP,Limited,RENEWAL,App,33.99,USD,2019-04-27,2020-05-04,No,Yes,4/27/2019,5/4/2019,On,US/Canada,Consumer,App,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2019-04-27,1
5871,24302,ALL,Lifetime,INITIAL_PURCHASE,Web,209.75,USD,2020-03-24,2099-01-01,No,Yes,3/24/2020,3/27/2020,Off,US/Canada,Consumer,Web,Yes,Yes,112.0,0.0,0.0,0.0,0.0,2020-03-24,0
5874,2050,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-19,2099-01-01,Yes,Yes,3/19/2020,3/22/2020,Off,US/Canada,Consumer,Web,No,Yes,12.0,1.0,1.0,1.0,1.0,2020-03-19,2
5877,24315,ESP,Limited,INITIAL_PURCHASE,Web,39.32,USD,2020-03-22,2020-07-03,No,Yes,3/22/2020,3/25/2020,On,US/Canada,Other,Web,Yes,Yes,12.0,6.0,0.0,1.0,0.0,2020-03-22,0
5880,24385,FRA,Limited,RENEWAL,Web,79.0,USD,2019-05-12,2019-12-06,No,Yes,5/12/2019,5/15/2019,Off,US/Canada,Consumer,Web,Yes,Yes,17.0,0.0,0.0,0.0,0.0,2019-05-12,1
5883,24391,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-20,2020-03-19,No,Yes,9/20/2019,9/23/2019,Off,US/Canada,Consumer,Web,Yes,Yes,16.0,2.0,0.0,2.0,0.0,2019-09-20,1
5886,24447,ESC,Limited,INITIAL_PURCHASE,Web,47.19,USD,2020-02-20,2020-05-26,No,Yes,2/20/2020,2/23/2020,Off,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-02-20,0
5889,24450,DEU,Limited,INITIAL_PURCHASE,Web,166.1,USD,2020-03-05,2022-04-05,No,Yes,4/2/2020,4/5/2020,On,Europe,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-05,0
5892,24467,JPN,Limited,RENEWAL,Web,79.0,USD,2019-07-13,2020-01-16,No,Yes,7/13/2019,7/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,1.0,0.0,1.0,0.0,2019-07-13,1
5895,24479,NED,Limited,RENEWAL,Web,79.0,USD,2019-06-12,2020-03-15,No,Yes,6/12/2019,6/15/2019,On,Europe,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-06-12,1
5898,24568,FRA,Limited,INITIAL_PURCHASE,Web,39.16,USD,2020-03-18,2020-06-22,No,Yes,3/18/2020,3/21/2020,On,US/Canada,Consumer,Web,No,Yes,5.0,5.0,2.0,2.0,1.0,2020-03-18,0
5901,4921,ESP,Limited,INITIAL_PURCHASE,Web,42.8,USD,2020-03-29,2020-07-02,No,Yes,3/14/2020,3/17/2020,Off,US/Canada,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-29,2
5904,24670,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-21,2020-05-24,No,Yes,8/21/2019,8/24/2019,On,Other,Consumer,Web,Yes,Yes,7.0,7.0,0.0,2.0,0.0,2019-08-21,1
5907,24679,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-27,2021-03-27,No,Yes,3/23/2020,3/26/2020,On,US/Canada,Consumer,Web,Yes,Yes,8.0,4.0,0.0,2.0,0.0,2020-03-27,0
5910,24684,ESP,Limited,RENEWAL,Web,79.0,USD,2019-08-03,2020-05-06,No,Yes,8/3/2019,8/6/2019,On,US/Canada,Consumer,Web,Yes,Yes,12.0,12.0,0.0,4.0,0.0,2019-08-03,1
5913,24699,HIN,Limited,RENEWAL,Web,79.0,USD,2019-05-04,2019-11-09,No,Yes,5/4/2019,5/7/2019,Off,US/Canada,Consumer,Web,Yes,Yes,18.0,0.0,0.0,0.0,0.0,2019-05-04,1
5916,24701,JPN,Limited,INITIAL_PURCHASE,Web,59.29,USD,2020-03-15,2020-06-18,No,Yes,3/15/2020,3/18/2020,On,Europe,Consumer,Web,No,Yes,21.0,21.0,14.0,6.0,3.0,2020-03-15,0
5919,24708,DEU,Limited,INITIAL_PURCHASE,Web,41.63,USD,2019-07-14,2019-10-17,No,Yes,7/14/2019,7/17/2019,On,US/Canada,Consumer,Web,Yes,Yes,187.0,47.0,1.0,32.0,1.0,2019-07-14,1
5922,24716,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-05,2020-07-08,No,Yes,7/5/2019,7/8/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,2.0,0.0,1.0,0.0,2019-07-05,1
5925,24719,ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,2020-03-10,2099-01-01,No,Yes,2/29/2020,3/3/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,2.0,1.0,2.0,1.0,2020-03-10,0
5928,24738,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-24,2020-06-27,No,Yes,3/24/2020,3/27/2020,On,US/Canada,Consumer,Web,No,Yes,3.0,3.0,0.0,1.0,0.0,2020-03-24,0
5931,24834,TGL,Limited,INITIAL_PURCHASE,Web,38.34,USD,2020-03-30,2020-07-03,No,Yes,3/30/2020,4/2/2020,On,US/Canada,Consumer,Web,Yes,Yes,1.0,1.0,1.0,1.0,1.0,2020-03-30,0
5934,24837,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-19,2020-04-19,No,Yes,9/8/2019,9/11/2019,Off,US/Canada,Consumer,Web,Yes,Yes,30.0,11.0,3.0,5.0,1.0,2020-01-19,1
5937,24878,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-13,2019-12-02,No,Yes,8/13/2019,8/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,13.0,0.0,0.0,0.0,0.0,2019-08-13,1
5940,24881,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-27,2020-01-31,No,Yes,10/30/2019,11/2/2019,Off,US/Canada,Consumer,Web,Yes,Yes,15.0,0.0,0.0,0.0,0.0,2019-10-27,1
5943,24892,ENG,Limited,RENEWAL,Web,79.0,USD,2019-07-29,2020-02-01,No,Yes,7/29/2019,8/1/2019,Off,Other,Consumer,Web,Yes,Yes,53.0,0.0,0.0,0.0,0.0,2019-07-29,1
5946,24899,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-23,2020-04-26,No,Yes,7/23/2019,7/26/2019,On,US/Canada,Consumer,Web,Yes,Yes,10.0,1.0,0.0,1.0,0.0,2019-07-23,1
5949,24938,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2020-01-03,2020-05-09,No,Yes,1/3/2020,1/6/2020,Off,US/Canada,Consumer,Web,Yes,Yes,92.0,59.0,9.0,39.0,5.0,2020-01-03,1
5952,25000,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-26,2099-01-01,No,Yes,3/26/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,13.0,4.0,4.0,1.0,1.0,2020-03-26,0
5955,25038,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-31,2021-03-31,No,Yes,3/26/2020,3/29/2020,On,US/Canada,Consumer,Web,Yes,Yes,5.0,3.0,0.0,2.0,0.0,2020-03-31,0
5958,25098,ITA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-14,2020-02-17,No,Yes,8/14/2019,8/17/2019,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2019-08-14,1
5961,25104,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-20,2020-07-09,No,Yes,3/20/2020,3/23/2020,On,US/Canada,Consumer,Web,Yes,Yes,15.0,14.0,4.0,4.0,1.0,2020-03-20,0
5964,25107,ESP,Limited,INITIAL_PURCHASE,Web,41.34,USD,2019-07-24,2019-10-27,No,Yes,7/24/2019,7/27/2019,Off,US/Canada,Consumer,Web,Yes,Yes,17.0,0.0,0.0,0.0,0.0,2019-07-24,1
5967,25132,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-02,2019-11-05,No,Yes,8/2/2019,8/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,96.0,1.0,0.0,1.0,0.0,2019-08-02,1
5970,25148,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-21,2020-06-24,No,Yes,3/21/2020,3/24/2020,On,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2020-03-21,0
5973,25155,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-19,2020-04-22,No,Yes,7/19/2019,7/22/2019,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,6.0,4.0,3.0,1.0,2019-07-19,1
5976,25168,LAT,Limited,INITIAL_PURCHASE,Web,104.51,USD,2019-12-30,2020-12-30,No,Yes,12/30/2019,1/2/2020,Off,US/Canada,Consumer,Web,No,Yes,1.0,1.0,1.0,1.0,1.0,2019-12-30,0
5979,25180,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-30,2020-07-06,No,Yes,3/30/2020,4/6/2020,On,US/Canada,Consumer,Web,No,Yes,2.0,2.0,0.0,1.0,0.0,2020-03-30,0
5982,25189,ALL,Lifetime,INITIAL_PURCHASE,Web,204.83,USD,2020-02-19,2099-01-01,No,Yes,1/28/2020,1/31/2020,Off,US/Canada,Consumer,Web,Yes,Yes,51.0,32.0,4.0,19.0,2.0,2020-02-19,0
5985,25223,DEU,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-29,2020-04-01,No,Yes,12/29/2019,1/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2019-12-29,1
5988,25229,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-24,2019-03-24,No,Yes,3/27/2020,4/3/2020,Off,Other,Consumer,Web,Yes,Yes,1.0,1.0,0.0,1.0,0.0,2018-12-24,1
5991,25243,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-29,2020-07-06,No,Yes,3/29/2020,4/5/2020,On,US/Canada,Consumer,Web,Yes,Yes,1.0,1.0,0.0,1.0,0.0,2020-03-29,0
5994,25347,ESC,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-23,2019-10-26,No,Yes,7/23/2019,7/26/2019,Off,US/Canada,Consumer,Web,Yes,Yes,162.0,28.0,0.0,28.0,0.0,2019-07-23,1
5997,25370,ESC,Limited,RENEWAL,Web,35.97,USD,2019-05-27,2020-05-29,No,Yes,5/27/2019,5/30/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-05-27,1
6000,25413,ALL,Lifetime,INITIAL_PURCHASE,Web,206.48,USD,2020-03-03,2099-01-01,No,Yes,3/2/2020,3/9/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-03-03,0
6003,25508,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-23,2020-02-23,No,Yes,10/30/2019,11/2/2019,Off,Other,Consumer,Web,Yes,Yes,4.0,4.0,4.0,1.0,1.0,2019-11-23,1
6006,25519,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-25,2019-04-25,No,Yes,8/9/2019,8/12/2019,On,US/Canada,Consumer,Web,Yes,Yes,195.0,26.0,0.0,16.0,0.0,2018-10-25,1
6009,25543,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-16,2021-03-16,No,Yes,3/16/2020,3/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,8.0,4.0,0.0,3.0,0.0,2020-03-16,0
6012,25558,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-29,2021-03-29,No,Yes,3/28/2020,3/31/2020,Off,US/Canada,Consumer,Web,Yes,Yes,10.0,6.0,0.0,2.0,0.0,2020-03-29,0
6015,25586,ESP,Limited,INITIAL_PURCHASE,Web,70.29,USD,2019-09-14,2020-05-08,No,Yes,9/14/2019,9/17/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,1.0,0.0,1.0,0.0,2019-09-14,1
6018,25592,ARA,Limited,INITIAL_PURCHASE,Web,42.12,USD,2020-01-08,2020-04-14,No,Yes,1/8/2020,1/11/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,0.0,0.0,0.0,0.0,2020-01-08,1
6021,25619,DEU,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-09,2019-10-12,No,Yes,7/9/2019,7/12/2019,Off,Europe,Consumer,Web,Yes,Yes,188.0,38.0,0.0,27.0,0.0,2019-07-09,1
6024,25679,RUS,Limited,INITIAL_PURCHASE,Web,202.43,USD,2020-03-18,2022-03-25,No,Yes,3/18/2020,3/21/2020,On,Europe,Consumer,Web,Yes,Yes,12.0,0.0,0.0,0.0,0.0,2020-03-18,0
6027,25696,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-24,2099-01-01,No,Yes,1/18/2020,1/21/2020,Off,Other,Consumer,Web,No,Yes,55.0,1.0,0.0,1.0,0.0,2020-02-24,0
6030,25724,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-27,2099-01-01,No,Yes,8/9/2019,8/12/2019,Off,US/Canada,Consumer,Web,No,Yes,131.0,19.0,18.0,8.0,7.0,2020-02-27,0
6033,25731,ESP,Limited,INITIAL_PURCHASE,App,33.99,USD,2020-03-09,2020-06-16,No,Yes,3/9/2020,3/16/2020,On,US/Canada,Consumer,App,No,Yes,4.0,0.0,0.0,0.0,0.0,2020-03-09,0
6036,25772,JPN,Limited,RENEWAL,Web,79.0,USD,2019-10-08,2020-04-12,No,Yes,10/8/2019,10/11/2019,On,US/Canada,Consumer,Web,No,Yes,4.0,3.0,0.0,1.0,0.0,2019-10-08,1
6039,25778,ALL,Limited,INITIAL_PURCHASE,Web,151.13,USD,2020-03-29,2022-03-29,No,Yes,3/21/2020,3/28/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,3.0,0.0,3.0,0.0,2020-03-29,0
6042,25839,JPN,Limited,INITIAL_PURCHASE,Web,42.36,USD,2019-07-08,2019-10-11,No,Yes,7/8/2019,7/11/2019,Off,US/Canada,Consumer,Web,Yes,Yes,18.0,0.0,0.0,0.0,0.0,2019-07-08,1
6045,25875,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-03,2099-01-01,No,Yes,2/15/2020,2/18/2020,Off,US/Canada,Consumer,Web,Yes,Yes,20.0,2.0,1.0,2.0,1.0,2020-03-03,0
6048,25921,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-22,2020-06-07,No,Yes,11/22/2019,11/25/2019,On,US/Canada,Consumer,App,Yes,Yes,157.0,40.0,2.0,37.0,1.0,2019-11-22,1
6051,25933,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-22,2020-06-25,No,Yes,3/22/2020,3/25/2020,On,US/Canada,Consumer,Web,Yes,Yes,9.0,2.0,0.0,1.0,0.0,2020-03-22,0
6054,25952,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-09,2019-08-09,No,Yes,2/11/2020,2/14/2020,Off,US/Canada,Consumer,Web,Yes,Yes,41.0,0.0,0.0,0.0,0.0,2019-02-09,1
6057,26064,ESP,Limited,RENEWAL,Web,19.99,USD,2019-12-25,2020-03-03,No,Yes,12/25/2019,12/28/2019,Off,US/Canada,Consumer,Web,Yes,Yes,64.0,27.0,0.0,10.0,0.0,2019-12-25,1
6060,26072,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-24,2020-06-27,No,Yes,3/24/2020,3/27/2020,On,US/Canada,Consumer,Web,Yes,Yes,9.0,4.0,0.0,1.0,0.0,2020-03-24,0
6063,26081,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-25,2020-07-09,No,Yes,3/25/2020,3/28/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,10.0,0.0,4.0,0.0,2020-03-25,0
6066,26135,TGL,Limited,RENEWAL,Web,79.0,USD,2019-06-28,2020-01-01,No,Yes,6/28/2019,7/1/2019,Off,Other,Other,Unknown,No,No,1.0,1.0,0.0,1.0,0.0,2019-06-28,1
6069,26139,ESC,Limited,INITIAL_PURCHASE,Web,110.5,USD,2020-03-31,2021-04-14,No,Yes,4/10/2020,4/13/2020,On,Europe,Consumer,Web,Yes,Yes,9.0,8.0,0.0,2.0,0.0,2020-03-31,0
6072,26146,RUS,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-03,2019-10-06,No,Yes,7/3/2019,7/6/2019,On,US/Canada,Consumer,Web,Yes,Yes,13.0,0.0,0.0,0.0,0.0,2019-07-03,1
6075,26160,TUR,Lifetime,INITIAL_PURCHASE,Web,79.0,USD,2019-11-07,2099-01-01,No,Yes,11/7/2019,11/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,5.0,4.0,0.0,1.0,0.0,2019-11-07,1
6078,26172,ESC,Limited,INITIAL_PURCHASE,Web,61.85,USD,2020-03-29,2020-10-06,No,Yes,3/29/2020,4/1/2020,Off,Europe,Consumer,Web,Yes,Yes,8.0,6.0,2.0,3.0,1.0,2020-03-29,0
6081,26187,ESP,Limited,RENEWAL,Web,79.0,USD,2019-06-21,2020-03-24,No,Yes,6/21/2019,6/24/2019,Off,US/Canada,Consumer,Web,Yes,Yes,6.0,4.0,0.0,2.0,0.0,2019-06-21,1
6084,26202,ARA,Limited,RENEWAL,Web,79.0,USD,2019-05-16,2019-11-19,No,Yes,5/16/2019,5/19/2019,Off,US/Canada,Consumer,Web,Yes,Yes,172.0,18.0,0.0,17.0,0.0,2019-05-16,1
6087,26207,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-28,2020-02-06,No,Yes,10/28/2019,10/31/2019,Off,US/Canada,Consumer,Web,Yes,Yes,48.0,0.0,0.0,0.0,0.0,2019-10-28,1
6090,26233,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-05,2020-07-07,No,Yes,3/5/2020,3/8/2020,Off,US/Canada,Consumer,Web,No,Yes,40.0,4.0,2.0,2.0,1.0,2020-03-05,0
6093,26260,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-15,2019-11-18,No,Yes,8/15/2019,8/18/2019,On,Other,Consumer,Web,Yes,Yes,19.0,0.0,0.0,0.0,0.0,2019-08-15,1
6096,26266,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-27,2099-01-01,No,Yes,2/27/2020,3/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,0.0,0.0,0.0,0.0,2020-02-27,0
6099,26294,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-18,2020-01-21,No,Yes,7/18/2019,7/21/2019,Off,US/Canada,Consumer,Web,Yes,Yes,1.0,1.0,0.0,1.0,0.0,2019-07-18,1
6102,26322,ALL,Lifetime,INITIAL_PURCHASE,Web,213.23,USD,2020-03-30,2099-01-01,No,Yes,3/10/2020,3/13/2020,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,1.0,0.0,1.0,0.0,2020-03-30,0
6105,26365,ESC,Limited,INITIAL_PURCHASE,Web,166.8,USD,2020-03-17,2022-03-20,No,Yes,3/17/2020,3/20/2020,On,Europe,Consumer,Web,No,Yes,7.0,6.0,0.0,3.0,0.0,2020-03-17,0
6108,26378,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-31,2099-01-01,No,Yes,3/22/2020,3/29/2020,Off,US/Canada,Consumer,Web,Yes,Yes,16.0,15.0,14.0,3.0,2.0,2020-03-31,0
6111,26405,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-30,2021-03-30,No,Yes,3/30/2020,4/6/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,7.0,5.0,2.0,1.0,2020-03-30,0
6114,26425,KOR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-22,2020-02-25,No,Yes,8/22/2019,8/25/2019,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,2.0,0.0,2.0,0.0,2019-08-22,1
6117,26454,ENG,Limited,INITIAL_PURCHASE,Web,53.84,USD,2020-03-30,2020-10-02,No,Yes,3/30/2020,4/2/2020,On,Europe,Consumer,Web,Yes,Yes,9.0,8.0,5.0,4.0,2.0,2020-03-30,0
6120,26465,TUR,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-19,2019-08-22,No,Yes,5/19/2019,5/22/2019,Off,US/Canada,Consumer,Web,Yes,Yes,218.0,50.0,2.0,15.0,1.0,2019-05-19,1
6123,26523,ALL,Limited,RENEWAL,Web,179.0,USD,2019-04-09,2021-04-10,No,Yes,11/12/2019,11/15/2019,On,US/Canada,Consumer,Web,Yes,Yes,5.0,0.0,0.0,0.0,0.0,2019-04-09,1
6126,26546,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,Yes,3/16/2020,3/19/2020,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,9.0,0.0,2.0,0.0,2020-03-25,0
6129,26573,JPN,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-29,2019-09-01,No,Yes,5/29/2019,6/1/2019,Off,US/Canada,Consumer,Web,Yes,Yes,47.0,0.0,0.0,0.0,0.0,2019-05-29,1
6132,26629,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2020-01-12,2020-05-16,No,Yes,1/12/2020,1/15/2020,Off,US/Canada,Consumer,Web,Yes,Yes,67.0,9.0,4.0,5.0,1.0,2020-01-12,1
6135,26649,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-29,2020-04-02,No,Yes,9/29/2019,10/2/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-09-29,1
6138,26683,KOR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-29,2019-11-01,No,Yes,7/29/2019,8/1/2019,Off,US/Canada,Consumer,Web,Yes,Yes,46.0,0.0,0.0,0.0,0.0,2019-07-29,1
6141,11252,ALL,Limited,INITIAL_PURCHASE,Web,131.35,USD,2020-03-26,2021-03-26,Yes,Yes,3/26/2020,3/29/2020,Off,Europe,Consumer,App,Yes,Yes,5.0,4.0,4.0,1.0,1.0,2020-03-26,2
6144,26704,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,Yes,10/7/2019,10/10/2019,Off,US/Canada,Consumer,Web,No,Yes,71.0,23.0,6.0,17.0,1.0,2020-03-29,0
6147,26729,ALL,Lifetime,INITIAL_PURCHASE,Web,215.02,USD,2020-03-27,2099-01-01,No,Yes,10/15/2019,10/18/2019,Off,US/Canada,Consumer,Web,Yes,Yes,93.0,11.0,1.0,8.0,1.0,2020-03-27,0
6150,26757,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-20,2019-09-23,No,Yes,6/20/2019,6/23/2019,On,US/Canada,Consumer,Web,Yes,Yes,17.0,0.0,0.0,0.0,0.0,2019-06-20,1
6153,26856,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-26,2020-05-29,No,Yes,8/26/2019,8/29/2019,On,US/Canada,Consumer,Web,Yes,Yes,8.0,7.0,0.0,2.0,0.0,2019-08-26,1
6156,26921,ESP,Limited,INITIAL_PURCHASE,Web,39.6,USD,2019-06-04,2020-07-03,No,Yes,6/4/2019,6/7/2019,On,US/Canada,Consumer,Web,Yes,Yes,233.0,162.0,0.0,124.0,0.0,2019-06-04,1
6159,26940,VIE,Limited,RENEWAL,Web,35.97,USD,2019-06-20,2020-06-23,No,Yes,6/20/2019,6/23/2019,On,Other,Consumer,Web,Yes,Yes,3.0,3.0,0.0,2.0,0.0,2019-06-20,1
